Date,Time (HH:mm:ss),Time (Fract. Sec),Site Name,Cond µS/cm,Depth m,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Pressure psi a,Sal psu,SpCond µS/cm,TDS mg/L,pH,pH mV,Temp °C,Vertical Position m,Battery V,Cable Pwr V,Corrected sp Cond [µS/cm],Depth from GL (m)
8/22/2023,13:36:55,0.5,BW5,55006.6,29.658,55000.3,-0.4,-0.4,-0.03,-113.2,43.215,36.43,55000.9,35751,7.34,-32.9,25.005,30.081,2.71,0.3,54760.4,30.301
8/22/2023,13:36:55,0.75,BW5,55006.7,29.662,55000.4,-0.4,-0.4,-0.03,-113.2,43.221,36.43,55001.0,35751,7.34,-32.9,25.005,30.089,2.71,0.3,54760.5,30.309
8/22/2023,13:36:56,0.0,BW5,55006.6,29.671,55000.5,-0.4,-0.4,-0.03,-113.2,43.233,36.43,55001.0,35751,7.34,-32.9,25.005,30.116,2.71,0.3,54760.5,30.336
8/22/2023,13:36:56,0.25,BW5,55006.6,29.675,55000.6,-0.4,-0.4,-0.03,-113.2,43.24,36.43,55001.1,35751,7.34,-32.9,25.005,30.117,2.71,0.3,54760.6,30.337
8/22/2023,13:36:56,0.5,BW5,55006.5,29.679,55000.5,-0.4,-0.4,-0.03,-113.2,43.246,36.43,55001.1,35751,7.34,-32.9,25.005,30.111,2.71,0.3,54760.6,30.331
8/22/2023,13:36:56,0.75,BW5,55006.6,29.688,55000.7,-0.4,-0.4,-0.03,-113.2,43.258,36.43,55001.3,35751,7.34,-32.9,25.005,30.119,2.71,0.3,54760.8,30.339
8/22/2023,13:36:57,0.0,BW5,55006.6,29.692,55000.8,-0.4,-0.4,-0.03,-113.2,43.265,36.43,55001.3,35751,7.34,-32.9,25.005,30.123,2.71,0.3,54760.8,30.343
8/22/2023,13:36:57,0.25,BW5,55006.6,29.696,55000.9,-0.4,-0.4,-0.03,-113.2,43.271,36.43,55001.4,35751,7.34,-32.9,25.005,30.119,2.71,0.3,54760.9,30.339
8/22/2023,13:36:57,0.5,BW5,55006.7,29.705,55001.0,-0.4,-0.4,-0.03,-113.2,43.283,36.43,55001.5,35751,7.34,-32.9,25.005,30.135,2.71,0.3,54761.0,30.355
8/22/2023,13:36:57,0.75,BW5,55006.8,29.709,55001.2,-0.4,-0.4,-0.03,-113.2,43.29,36.43,55001.7,35751,7.34,-32.9,25.005,30.141,2.71,0.3,54761.2,30.361
8/22/2023,13:36:58,0.0,BW5,55006.8,29.714,55001.2,-0.4,-0.4,-0.03,-113.2,43.296,36.43,55001.7,35751,7.34,-32.9,25.005,30.137,2.71,0.3,54761.2,30.357
8/22/2023,13:36:58,0.25,BW5,55006.7,29.722,55001.2,-0.4,-0.4,-0.03,-113.3,43.308,36.43,55001.7,35751,7.34,-32.9,25.005,30.15,2.71,0.3,54761.2,30.37
8/22/2023,13:36:58,0.5,BW5,55006.7,29.727,55001.2,-0.4,-0.4,-0.03,-113.3,43.315,36.43,55001.7,35751,7.34,-32.9,25.005,30.157,2.71,0.3,54761.2,30.377
8/22/2023,13:36:58,0.75,BW5,55006.7,29.731,55001.2,-0.4,-0.4,-0.03,-113.3,43.321,36.43,55001.7,35751,7.34,-32.9,25.005,30.161,2.71,0.3,54761.2,30.381
8/22/2023,13:36:59,0.0,BW5,55006.7,29.74,55001.1,-0.4,-0.4,-0.03,-113.3,43.333,36.43,55001.6,35751,7.34,-32.9,25.005,30.169,2.71,0.3,54761.1,30.389
8/22/2023,13:36:59,0.25,BW5,55006.6,29.744,55001.1,-0.4,-0.4,-0.03,-113.3,43.34,36.43,55001.6,35751,7.34,-32.9,25.005,30.177,2.71,0.3,54761.1,30.397
8/22/2023,13:36:59,0.5,BW5,55006.4,29.748,55000.9,-0.4,-0.4,-0.03,-113.3,43.346,36.43,55001.4,35751,7.34,-32.9,25.005,30.171,2.71,0.3,54760.9,30.391
8/22/2023,13:36:59,0.75,BW5,55006.4,29.752,55000.9,-0.4,-0.4,-0.03,-113.3,43.352,36.43,55001.4,35751,7.34,-32.9,25.005,30.167,2.71,0.3,54760.9,30.387
8/22/2023,13:37:00,0.0,BW5,55006.3,29.76,55000.9,-0.4,-0.4,-0.03,-113.3,43.364,36.43,55001.4,35751,7.34,-32.9,25.005,30.187,2.71,0.3,54760.9,30.407
8/22/2023,13:37:00,0.25,BW5,55006.3,29.765,55000.8,-0.4,-0.4,-0.03,-113.3,43.37,36.43,55001.4,35751,7.34,-32.9,25.005,30.192,2.71,0.3,54760.9,30.412
8/22/2023,13:37:00,0.5,BW5,55006.2,29.769,55000.8,-0.4,-0.4,-0.03,-113.3,43.376,36.43,55001.3,35751,7.34,-32.9,25.005,30.193,2.71,0.3,54760.8,30.413
8/22/2023,13:37:00,0.75,BW5,55006.2,29.777,55000.8,-0.4,-0.4,-0.03,-113.3,43.388,36.43,55001.3,35751,7.34,-32.9,25.005,30.203,2.71,0.3,54760.8,30.423
8/22/2023,13:37:01,0.0,BW5,55006.1,29.781,55000.7,-0.4,-0.4,-0.03,-113.3,43.394,36.43,55001.2,35751,7.34,-32.9,25.005,30.209,2.71,0.3,54760.7,30.429
8/22/2023,13:37:01,0.25,BW5,55005.9,29.786,55000.4,-0.4,-0.4,-0.03,-113.3,43.4,36.43,55000.9,35751,7.34,-32.9,25.005,30.209,2.71,0.3,54760.4,30.429
8/22/2023,13:37:01,0.5,BW5,55005.8,29.794,55000.4,-0.4,-0.4,-0.03,-113.4,43.413,36.43,55000.9,35751,7.34,-32.9,25.005,30.233,2.71,0.3,54760.4,30.453
8/22/2023,13:37:01,0.75,BW5,55005.6,29.798,55000.3,-0.4,-0.4,-0.03,-113.4,43.419,36.43,55000.8,35751,7.34,-32.9,25.005,30.246,2.71,0.3,54760.3,30.466
8/22/2023,13:37:02,0.0,BW5,55005.7,29.803,55000.4,-0.4,-0.4,-0.03,-113.4,43.425,36.43,55000.9,35751,7.34,-32.9,25.005,30.252,2.71,0.3,54760.4,30.472
8/22/2023,13:37:02,0.25,BW5,55005.7,29.811,55000.4,-0.4,-0.4,-0.02,-113.4,43.438,36.43,55000.9,35751,7.34,-32.9,25.005,30.272,2.71,0.3,54760.4,30.492
8/22/2023,13:37:02,0.5,BW5,55005.7,29.816,55000.5,-0.4,-0.4,-0.02,-113.4,43.444,36.43,55001.0,35751,7.34,-32.9,25.004,30.276,2.71,0.3,54760.5,30.496
8/22/2023,13:37:02,0.75,BW5,55005.6,29.82,55000.4,-0.4,-0.4,-0.02,-113.4,43.451,36.43,55000.9,35751,7.34,-32.9,25.004,30.278,2.71,0.3,54760.4,30.498
8/22/2023,13:37:03,0.0,BW5,55005.7,29.824,55000.5,-0.4,-0.4,-0.02,-113.4,43.457,36.43,55001.0,35751,7.34,-32.9,25.005,30.282,2.71,0.3,54760.5,30.502
8/22/2023,13:37:03,0.25,BW5,55005.8,29.833,55000.6,-0.4,-0.4,-0.02,-113.4,43.47,36.43,55001.1,35751,7.34,-32.9,25.005,30.302,2.71,0.3,54760.6,30.522
8/22/2023,13:37:03,0.5,BW5,55006.0,29.837,55000.7,-0.4,-0.4,-0.02,-113.4,43.476,36.43,55001.2,35751,7.34,-32.9,25.005,30.306,2.71,0.3,54760.7,30.526
8/22/2023,13:37:03,0.75,BW5,55005.9,29.842,55000.6,-0.4,-0.4,-0.02,-113.4,43.482,36.43,55001.1,35751,7.34,-32.9,25.005,30.3,2.71,0.3,54760.6,30.52
8/22/2023,13:37:04,0.0,BW5,55006.0,29.85,55000.6,-0.4,-0.4,-0.02,-113.4,43.495,36.43,55001.1,35751,7.34,-32.9,25.005,30.312,2.71,0.3,54760.6,30.532
8/22/2023,13:37:04,0.25,BW5,55006.1,29.855,55000.7,-0.4,-0.4,-0.02,-113.4,43.501,36.43,55001.2,35751,7.34,-32.9,25.005,30.316,2.71,0.3,54760.7,30.536
8/22/2023,13:37:04,0.5,BW5,55006.0,29.859,55000.6,-0.4,-0.4,-0.02,-113.5,43.507,36.43,55001.1,35751,7.34,-32.9,25.005,30.31,2.71,0.3,54760.6,30.53
8/22/2023,13:37:04,0.75,BW5,55005.9,29.868,55000.4,-0.4,-0.4,-0.02,-113.5,43.52,36.43,55000.9,35751,7.34,-32.9,25.005,30.326,2.71,0.3,54760.4,30.546
8/22/2023,13:37:05,0.0,BW5,55005.9,29.872,55000.4,-0.4,-0.4,-0.02,-113.5,43.527,36.43,55000.9,35751,7.34,-32.9,25.005,30.334,2.71,0.3,54760.4,30.554
8/22/2023,13:37:05,0.25,BW5,55006.0,29.876,55000.3,-0.4,-0.4,-0.02,-113.5,43.533,36.43,55000.9,35751,7.34,-32.9,25.005,30.334,2.71,0.3,54760.4,30.554
8/22/2023,13:37:05,0.5,BW5,55006.0,29.885,55000.3,-0.4,-0.4,-0.02,-113.5,43.546,36.43,55000.9,35751,7.34,-32.9,25.005,30.349,2.71,0.3,54760.4,30.569
8/22/2023,13:37:05,0.75,BW5,55006.0,29.89,55000.3,-0.4,-0.4,-0.02,-113.5,43.552,36.43,55000.8,35751,7.34,-32.9,25.005,30.355,2.71,0.3,54760.3,30.575
8/22/2023,13:37:06,0.0,BW5,55005.9,29.894,55000.2,-0.4,-0.4,-0.03,-113.5,43.559,36.43,55000.7,35750,7.34,-32.9,25.005,30.362,2.71,0.3,54760.2,30.582
8/22/2023,13:37:06,0.25,BW5,55005.8,29.899,55000.2,-0.4,-0.4,-0.03,-113.5,43.565,36.43,55000.7,35750,7.34,-32.9,25.005,30.367,2.71,0.3,54760.2,30.587
8/22/2023,13:37:06,0.5,BW5,55005.8,29.907,55000.2,-0.4,-0.4,-0.03,-113.5,43.578,36.43,55000.7,35750,7.34,-32.9,25.005,30.386,2.71,0.3,54760.2,30.606
8/22/2023,13:37:06,0.75,BW5,55005.9,29.912,55000.3,-0.4,-0.4,-0.03,-113.5,43.585,36.43,55000.8,35751,7.34,-32.9,25.005,30.389,2.71,0.3,54760.3,30.609
8/22/2023,13:37:07,0.0,BW5,55005.9,29.917,55000.4,-0.4,-0.4,-0.03,-113.5,43.591,36.43,55000.9,35751,7.34,-32.9,25.005,30.391,2.71,0.3,54760.4,30.611
8/22/2023,13:37:07,0.25,BW5,55006.0,29.926,55000.4,-0.4,-0.4,-0.03,-113.5,43.605,36.43,55000.9,35751,7.34,-32.9,25.005,30.4,2.71,0.3,54760.4,30.62
8/22/2023,13:37:07,0.5,BW5,55006.0,29.93,55000.5,-0.4,-0.4,-0.03,-113.6,43.611,36.43,55001.0,35751,7.34,-32.9,25.005,30.405,2.71,0.3,54760.5,30.625
8/22/2023,13:37:07,0.75,BW5,55005.9,29.935,55000.5,-0.4,-0.4,-0.03,-113.6,43.618,36.43,55001.0,35751,7.34,-32.9,25.005,30.402,2.71,0.3,54760.5,30.622
8/22/2023,13:37:08,0.0,BW5,55006.0,29.944,55000.5,-0.4,-0.4,-0.03,-113.6,43.631,36.43,55001.1,35751,7.34,-33.0,25.005,30.415,2.71,0.3,54760.6,30.635
8/22/2023,13:37:08,0.25,BW5,55006.2,29.948,55000.7,-0.4,-0.4,-0.03,-113.6,43.637,36.43,55001.3,35751,7.34,-33.0,25.005,30.423,2.71,0.3,54760.8,30.643
8/22/2023,13:37:08,0.5,BW5,55006.2,29.953,55000.8,-0.4,-0.4,-0.03,-113.6,43.644,36.43,55001.3,35751,7.34,-33.0,25.005,30.42,2.71,0.3,54760.8,30.64
8/22/2023,13:37:08,0.75,BW5,55006.3,29.962,55000.9,-0.4,-0.4,-0.03,-113.6,43.657,36.43,55001.4,35751,7.34,-33.0,25.005,30.433,2.71,0.3,54760.9,30.653
8/22/2023,13:37:09,0.0,BW5,55006.1,29.966,55000.7,-0.4,-0.4,-0.03,-113.6,43.664,36.43,55001.2,35751,7.34,-33.0,25.005,30.439,2.71,0.3,54760.7,30.659
8/22/2023,13:37:09,0.25,BW5,55006.1,29.971,55000.7,-0.4,-0.4,-0.03,-113.6,43.671,36.43,55001.2,35751,7.34,-33.0,25.005,30.444,2.71,0.3,54760.7,30.664
8/22/2023,13:37:09,0.5,BW5,55006.0,29.976,55000.6,-0.4,-0.4,-0.03,-113.6,43.678,36.43,55001.1,35751,7.34,-33.0,25.005,30.449,2.71,0.3,54760.6,30.669
8/22/2023,13:37:09,0.75,BW5,55006.0,29.985,55000.6,-0.4,-0.4,-0.03,-113.6,43.691,36.43,55001.1,35751,7.34,-33.0,25.005,30.466,2.71,0.3,54760.6,30.686
8/22/2023,13:37:10,0.0,BW5,55005.9,29.989,55000.5,-0.4,-0.4,-0.03,-113.6,43.698,36.43,55001.0,35751,7.34,-33.0,25.005,30.469,2.71,0.3,54760.5,30.689
8/22/2023,13:37:10,0.25,BW5,55005.7,29.994,55000.3,-0.4,-0.4,-0.03,-113.6,43.704,36.43,55000.8,35751,7.34,-33.0,25.005,30.471,2.71,0.3,54760.3,30.691
8/22/2023,13:37:10,0.5,BW5,55005.7,30.003,55000.3,-0.4,-0.4,-0.03,-113.6,43.718,36.43,55000.8,35751,7.34,-33.0,25.005,30.484,2.71,0.3,54760.3,30.704
8/22/2023,13:37:10,0.75,BW5,55005.5,30.008,55000.1,-0.4,-0.4,-0.03,-113.6,43.725,36.43,55000.6,35750,7.34,-33.0,25.005,30.489,2.71,0.3,54760.1,30.709
8/22/2023,13:37:11,0.0,BW5,55005.4,30.013,55000.0,-0.4,-0.4,-0.03,-113.7,43.731,36.43,55000.5,35750,7.34,-33.0,25.005,30.485,2.71,0.3,54760.0,30.705
8/22/2023,13:37:11,0.25,BW5,55005.5,30.022,55000.1,-0.4,-0.4,-0.03,-113.7,43.745,36.43,55000.6,35750,7.34,-33.0,25.005,30.499,2.71,0.3,54760.1,30.719
8/22/2023,13:37:11,0.5,BW5,55005.5,30.026,55000.2,-0.4,-0.4,-0.03,-113.7,43.751,36.43,55000.7,35750,7.34,-33.0,25.005,30.506,2.71,0.3,54760.2,30.726
8/22/2023,13:37:11,0.75,BW5,55005.5,30.031,55000.3,-0.4,-0.4,-0.03,-113.7,43.758,36.43,55000.8,35750,7.34,-33.0,25.005,30.501,2.71,0.3,54760.3,30.721
8/22/2023,13:37:12,0.0,BW5,55005.5,30.04,55000.3,-0.4,-0.4,-0.03,-113.7,43.772,36.43,55000.8,35751,7.34,-33.0,25.004,30.515,2.71,0.3,54760.3,30.735
8/22/2023,13:37:12,0.25,BW5,55005.5,30.045,55000.4,-0.4,-0.4,-0.03,-113.7,43.778,36.43,55000.9,35751,7.34,-33.0,25.004,30.522,2.71,0.3,54760.4,30.742
8/22/2023,13:37:12,0.5,BW5,55005.6,30.05,55000.6,-0.4,-0.4,-0.03,-113.7,43.785,36.43,55001.0,35751,7.34,-33.0,25.004,30.527,2.71,0.3,54760.5,30.747
8/22/2023,13:37:12,0.75,BW5,55005.8,30.059,55000.8,-0.4,-0.4,-0.03,-113.7,43.799,36.43,55001.3,35751,7.34,-33.0,25.004,30.538,2.71,0.3,54760.8,30.758
8/22/2023,13:37:13,0.0,BW5,55005.7,30.064,55000.9,-0.4,-0.4,-0.03,-113.7,43.806,36.43,55001.3,35751,7.34,-33.0,25.004,30.545,2.71,0.3,54760.8,30.765
8/22/2023,13:37:13,0.25,BW5,55005.8,30.069,55000.9,-0.4,-0.4,-0.03,-113.7,43.813,36.43,55001.4,35751,7.34,-33.0,25.004,30.547,2.71,0.3,54760.9,30.767
8/22/2023,13:37:13,0.5,BW5,55005.9,30.073,55001.2,-0.4,-0.4,-0.03,-113.7,43.82,36.43,55001.7,35751,7.34,-33.0,25.004,30.549,2.71,0.3,54761.2,30.769
8/22/2023,13:37:13,0.75,BW5,55006.0,30.083,55001.3,-0.4,-0.4,-0.03,-113.7,43.834,36.43,55001.8,35751,7.34,-33.0,25.004,30.554,2.71,0.3,54761.3,30.774
8/22/2023,13:37:14,0.0,BW5,55006.0,30.088,55001.4,-0.4,-0.4,-0.03,-113.7,43.841,36.43,55001.8,35751,7.34,-33.0,25.004,30.557,2.71,0.3,54761.3,30.777
8/22/2023,13:37:14,0.25,BW5,55005.9,30.092,55001.3,-0.4,-0.4,-0.03,-113.8,43.847,36.43,55001.8,35751,7.34,-33.0,25.004,30.552,2.71,0.3,54761.3,30.772
8/22/2023,13:37:14,0.5,BW5,55006.0,30.102,55001.4,-0.4,-0.4,-0.03,-113.8,43.861,36.43,55001.9,35751,7.34,-33.0,25.004,30.56,2.71,0.3,54761.4,30.78
8/22/2023,13:37:14,0.75,BW5,55005.9,30.106,55001.5,-0.4,-0.4,-0.03,-113.8,43.868,36.43,55001.9,35751,7.34,-33.0,25.004,30.564,2.71,0.3,54761.4,30.784
8/22/2023,13:37:15,0.0,BW5,55006.0,30.111,55001.5,-0.4,-0.4,-0.03,-113.8,43.874,36.43,55002.0,35751,7.34,-33.0,25.004,30.557,2.71,0.3,54761.5,30.777
8/22/2023,13:37:15,0.25,BW5,55006.1,30.12,55001.6,-0.4,-0.4,-0.03,-113.8,43.888,36.43,55002.1,35751,7.34,-33.0,25.004,30.565,2.71,0.3,54761.6,30.785
8/22/2023,13:37:15,0.5,BW5,55006.1,30.125,55001.6,-0.4,-0.4,-0.03,-113.8,43.895,36.43,55002.1,35751,7.34,-33.0,25.004,30.566,2.71,0.3,54761.6,30.786
8/22/2023,13:37:15,0.75,BW5,55006.1,30.13,55001.7,-0.4,-0.4,-0.03,-113.8,43.902,36.43,55002.1,35751,7.34,-33.0,25.004,30.568,2.71,0.3,54761.6,30.788
8/22/2023,13:37:16,0.0,BW5,55006.1,30.139,55001.7,-0.4,-0.4,-0.03,-113.8,43.915,36.43,55002.1,35751,7.34,-33.0,25.004,30.574,2.71,0.3,54761.6,30.794
8/22/2023,13:37:16,0.25,BW5,55006.2,30.143,55001.8,-0.4,-0.4,-0.03,-113.8,43.922,36.43,55002.3,35751,7.34,-33.0,25.004,30.579,2.71,0.3,54761.8,30.799
8/22/2023,13:37:16,0.5,BW5,55006.2,30.148,55002.0,-0.4,-0.4,-0.03,-113.8,43.929,36.43,55002.4,35752,7.34,-33.0,25.004,30.584,2.71,0.3,54761.9,30.804
8/22/2023,13:37:16,0.75,BW5,55006.3,30.153,55002.1,-0.4,-0.4,-0.03,-113.8,43.935,36.43,55002.5,35752,7.34,-33.0,25.004,30.581,2.71,0.3,54762.0,30.801
8/22/2023,13:37:17,0.0,BW5,55006.1,30.162,55002.1,-0.4,-0.4,-0.03,-113.8,43.949,36.43,55002.5,35752,7.34,-33.0,25.003,30.602,2.71,0.3,54762.0,30.822
8/22/2023,13:37:17,0.25,BW5,55006.1,30.166,55002.3,-0.4,-0.4,-0.03,-113.8,43.955,36.43,55002.6,35752,7.34,-33.0,25.003,30.604,2.71,0.3,54762.1,30.824
8/22/2023,13:37:17,0.5,BW5,55006.1,30.171,55002.4,-0.4,-0.4,-0.03,-113.8,43.962,36.43,55002.8,35752,7.34,-33.0,25.003,30.607,2.71,0.3,54762.3,30.827
8/22/2023,13:37:17,0.75,BW5,55006.2,30.18,55002.5,-0.4,-0.4,-0.03,-113.9,43.976,36.43,55002.9,35752,7.34,-33.0,25.003,30.615,2.71,0.3,54762.4,30.835
8/22/2023,13:37:18,0.0,BW5,55006.3,30.185,55002.7,-0.4,-0.4,-0.03,-113.9,43.983,36.43,55003.1,35752,7.34,-33.0,25.003,30.621,2.71,0.3,54762.6,30.841
8/22/2023,13:37:18,0.25,BW5,55006.3,30.189,55002.7,-0.4,-0.4,-0.03,-113.9,43.989,36.43,55003.0,35752,7.34,-33.0,25.003,30.615,2.71,0.3,54762.5,30.835
8/22/2023,13:37:18,0.5,BW5,55006.4,30.199,55002.9,-0.4,-0.4,-0.03,-113.9,44.003,36.43,55003.2,35752,7.34,-33.0,25.003,30.627,2.71,0.3,54762.7,30.847
8/22/2023,13:37:18,0.75,BW5,55006.3,30.204,55003.0,-0.4,-0.4,-0.03,-113.9,44.01,36.43,55003.3,35752,7.34,-33.0,25.003,30.632,2.71,0.3,54762.8,30.852
8/22/2023,13:37:19,0.0,BW5,55006.3,30.208,55003.1,-0.4,-0.4,-0.03,-113.9,44.017,36.43,55003.4,35752,7.34,-33.0,25.003,30.636,2.71,0.3,54762.9,30.856
8/22/2023,13:37:19,0.25,BW5,55006.5,30.218,55003.3,-0.4,-0.4,-0.03,-113.9,44.03,36.43,55003.6,35752,7.34,-33.0,25.003,30.642,2.71,0.3,54763.1,30.862
8/22/2023,13:37:19,0.5,BW5,55006.6,30.222,55003.5,-0.4,-0.4,-0.03,-113.9,44.037,36.43,55003.7,35752,7.34,-33.0,25.003,30.646,2.71,0.3,54763.2,30.866
8/22/2023,13:37:19,0.75,BW5,55006.6,30.227,55003.6,-0.4,-0.4,-0.03,-113.9,44.044,36.43,55003.8,35752,7.34,-33.0,25.003,30.649,2.71,0.3,54763.3,30.869
8/22/2023,13:37:20,0.0,BW5,55006.7,30.231,55003.7,-0.4,-0.4,-0.03,-113.9,44.05,36.43,55004.0,35753,7.34,-33.0,25.003,30.653,2.71,0.3,54763.5,30.873
8/22/2023,13:37:20,0.25,BW5,55006.6,30.241,55003.6,-0.4,-0.4,-0.03,-113.9,44.064,36.43,55003.9,35753,7.34,-33.0,25.003,30.662,2.71,0.3,54763.4,30.882
8/22/2023,13:37:20,0.5,BW5,55006.5,30.245,55003.6,-0.4,-0.4,-0.03,-113.9,44.07,36.43,55003.8,35752,7.34,-33.0,25.002,30.666,2.71,0.3,54763.3,30.886
8/22/2023,13:37:20,0.75,BW5,55006.4,30.25,55003.5,-0.4,-0.4,-0.03,-113.9,44.077,36.43,55003.8,35752,7.34,-33.0,25.002,30.662,2.71,0.3,54763.3,30.882
8/22/2023,13:37:21,0.0,BW5,55006.5,30.259,55003.7,-0.4,-0.4,-0.03,-113.9,44.09,36.43,55003.9,35753,7.34,-33.0,25.002,30.676,2.71,0.3,54763.4,30.896
8/22/2023,13:37:21,0.25,BW5,55006.5,30.263,55003.8,-0.4,-0.4,-0.03,-114.0,44.097,36.43,55004.0,35753,7.34,-33.0,25.002,30.682,2.71,0.3,54763.5,30.902
8/22/2023,13:37:21,0.5,BW5,55006.5,30.268,55003.8,-0.4,-0.4,-0.03,-114.0,44.103,36.43,55004.1,35753,7.34,-33.0,25.002,30.679,2.71,0.3,54763.6,30.899
8/22/2023,13:37:21,0.75,BW5,55006.5,30.277,55003.9,-0.4,-0.4,-0.03,-114.0,44.117,36.43,55004.2,35753,7.34,-33.0,25.002,30.694,2.71,0.3,54763.7,30.914
8/22/2023,13:37:22,0.0,BW5,55006.3,30.282,55003.8,-0.4,-0.4,-0.03,-114.0,44.123,36.43,55004.0,35753,7.34,-33.0,25.002,30.701,2.71,0.3,54763.5,30.921
8/22/2023,13:37:22,0.25,BW5,55006.3,30.286,55003.9,-0.4,-0.4,-0.03,-114.0,44.13,36.43,55004.1,35753,7.34,-33.0,25.002,30.697,2.71,0.3,54763.6,30.917
8/22/2023,13:37:22,0.5,BW5,55006.4,30.291,55004.0,-0.4,-0.4,-0.03,-114.0,44.137,36.43,55004.2,35753,7.34,-33.0,25.002,30.705,2.71,0.3,54763.7,30.925
8/22/2023,13:37:22,0.75,BW5,55006.4,30.3,55004.1,-0.4,-0.4,-0.03,-114.0,44.15,36.43,55004.3,35753,7.34,-33.1,25.002,30.724,2.71,0.3,54763.8,30.944
8/22/2023,13:37:23,0.0,BW5,55006.7,30.304,55004.3,-0.4,-0.4,-0.03,-114.0,44.156,36.43,55004.6,35753,7.34,-33.1,25.002,30.726,2.71,0.3,54764.1,30.946
8/22/2023,13:37:23,0.25,BW5,55006.7,30.313,55004.4,-0.4,-0.4,-0.03,-114.0,44.17,36.43,55004.6,35753,7.34,-33.1,25.002,30.734,2.71,0.3,54764.1,30.954
8/22/2023,13:37:23,0.5,BW5,55006.8,30.318,55004.6,-0.4,-0.4,-0.03,-114.0,44.176,36.43,55004.8,35753,7.34,-33.1,25.002,30.738,2.71,0.3,54764.3,30.958
8/22/2023,13:37:23,0.75,BW5,55006.8,30.323,55004.6,-0.4,-0.4,-0.03,-114.0,44.183,36.43,55004.8,35753,7.34,-33.1,25.002,30.74,2.71,0.3,54764.3,30.96
8/22/2023,13:37:24,0.0,BW5,55006.9,30.327,55004.7,-0.4,-0.4,-0.03,-114.0,44.189,36.43,55004.9,35753,7.34,-33.1,25.002,30.735,2.71,0.3,54764.4,30.955
8/22/2023,13:37:24,0.25,BW5,55007.0,30.336,55004.8,-0.4,-0.4,-0.03,-114.0,44.202,36.43,55005.1,35753,7.34,-33.1,25.002,30.749,2.71,0.3,54764.6,30.969
8/22/2023,13:37:24,0.5,BW5,55007.1,30.34,55004.9,-0.4,-0.4,-0.03,-114.0,44.209,36.43,55005.1,35753,7.34,-33.1,25.002,30.75,2.71,0.3,54764.6,30.97
8/22/2023,13:37:24,0.75,BW5,55007.0,30.344,55005.0,-0.4,-0.4,-0.03,-114.0,44.215,36.43,55005.2,35753,7.34,-33.1,25.002,30.742,2.71,0.3,54764.7,30.962
8/22/2023,13:37:25,0.0,BW5,55007.0,30.353,55005.0,-0.4,-0.4,-0.03,-114.1,44.228,36.43,55005.2,35753,7.35,-33.1,25.002,30.753,2.71,0.3,54764.7,30.973
8/22/2023,13:37:25,0.25,BW5,55007.2,30.358,55005.2,-0.4,-0.4,-0.03,-114.1,44.235,36.43,55005.4,35753,7.35,-33.1,25.002,30.759,2.71,0.3,54764.9,30.979
8/22/2023,13:37:25,0.5,BW5,55007.1,30.362,55005.1,-0.4,-0.4,-0.03,-114.1,44.241,36.43,55005.3,35753,7.35,-33.1,25.002,30.755,2.71,0.3,54764.8,30.975
8/22/2023,13:37:25,0.75,BW5,55007.1,30.371,55005.2,-0.4,-0.4,-0.03,-114.1,44.254,36.43,55005.4,35754,7.35,-33.1,25.002,30.77,2.71,0.3,54764.9,30.99
8/22/2023,13:37:26,0.0,BW5,55006.9,30.375,55005.0,-0.4,-0.4,-0.03,-114.1,44.26,36.43,55005.2,35753,7.35,-33.1,25.002,30.777,2.71,0.3,54764.7,30.997
8/22/2023,13:37:26,0.25,BW5,55006.9,30.38,55005.1,-0.4,-0.4,-0.03,-114.1,44.267,36.43,55005.2,35753,7.35,-33.1,25.002,30.782,2.71,0.3,54764.7,31.002
8/22/2023,13:37:26,0.5,BW5,55006.8,30.384,55005.0,-0.4,-0.4,-0.03,-114.1,44.273,36.43,55005.1,35753,7.35,-33.1,25.002,30.786,2.71,0.3,54764.6,31.006
8/22/2023,13:37:26,0.75,BW5,55006.7,30.393,55004.9,-0.4,-0.4,-0.03,-114.1,44.286,36.43,55005.0,35753,7.35,-33.1,25.002,30.799,2.71,0.3,54764.5,31.019
8/22/2023,13:37:27,0.0,BW5,55006.7,30.398,55004.9,-0.4,-0.4,-0.03,-114.1,44.293,36.43,55005.1,35753,7.35,-33.1,25.002,30.798,2.71,0.3,54764.6,31.018
8/22/2023,13:37:27,0.25,BW5,55006.7,30.402,55005.0,-0.4,-0.4,-0.03,-114.1,44.299,36.43,55005.1,35753,7.35,-33.1,25.002,30.798,2.71,0.3,54764.6,31.018
8/22/2023,13:37:27,0.5,BW5,55006.8,30.411,55005.0,-0.4,-0.4,-0.03,-114.1,44.312,36.43,55005.2,35753,7.35,-33.1,25.001,30.805,2.71,0.3,54764.7,31.025
8/22/2023,13:37:27,0.75,BW5,55006.8,30.415,55005.1,-0.4,-0.4,-0.03,-114.1,44.318,36.43,55005.3,35753,7.35,-33.1,25.001,30.803,2.71,0.3,54764.8,31.023
8/22/2023,13:37:28,0.0,BW5,55006.9,30.419,55005.2,-0.4,-0.4,-0.03,-114.1,44.324,36.43,55005.4,35753,7.35,-33.1,25.001,30.792,2.71,0.3,54764.9,31.012
