Vertical Position [m],Corrected sp Cond [uS/cm]
30.362,54760.2
30.367,54760.2
30.386,54760.2
30.389,54760.3
30.391,54760.4
30.4,54760.4
30.402,54760.5
30.405,54760.5
30.415,54760.6
30.42,54760.8
30.423,54760.8
30.433,54760.9
30.439,54760.7
30.444,54760.7
30.449,54760.6
30.466,54760.6
30.469,54760.5
30.471,54760.3
30.484,54760.3
30.485,54760.0
30.489,54760.1
30.499,54760.1
30.501,54760.3
30.506,54760.2
30.515,54760.3
30.522,54760.4
30.527,54760.5
30.538,54760.8
30.545,54760.8
30.547,54760.9
30.549,54761.2
30.552,54761.3
30.554,54761.3
30.557,54761.4
30.56,54761.4
30.564,54761.4
30.565,54761.6
30.566,54761.6
30.568,54761.6
30.574,54761.6
30.579,54761.8
30.581,54762.0
30.584,54761.9
30.602,54762.0
30.604,54762.1
30.607,54762.3
30.615,54762.45
30.621,54762.6
30.627,54762.7
30.632,54762.8
30.636,54762.9
30.642,54763.1
30.646,54763.2
30.649,54763.3
30.653,54763.5
30.662,54763.350000000006
30.666,54763.3
30.676,54763.4
30.679,54763.6
30.682,54763.5
30.694,54763.7
30.697,54763.6
30.701,54763.5
30.705,54763.7
30.724,54763.8
30.726,54764.1
30.734,54764.1
30.735,54764.4
30.738,54764.3
30.74,54764.3
30.742,54764.7
30.749,54764.6
30.75,54764.6
30.753,54764.7
30.755,54764.8
30.759,54764.9
30.77,54764.9
30.777,54764.7
30.782,54764.7
30.786,54764.6
30.79,54765.0
30.792,54764.9
30.796,54764.9
30.798,54764.825000000004
30.799,54764.5
30.803,54764.8
30.805,54764.7
30.806,54765.3
30.81,54765.2
30.816,54765.3
30.832,54765.3
30.833,54765.4
30.834,54765.5
30.841,54765.3
30.847,54765.3
30.848,54765.3
30.852,54765.4
30.853,54765.6
30.857,54765.5
30.863,54765.5
30.867,54765.4
30.871,54765.5
30.877,54765.4
30.887,54765.4
30.888,54765.5
30.889,54765.4
30.899,54765.6
30.901,54765.2
30.905,54765.4
30.915,54765.2
30.917,54765.1
30.919,54765.2
30.922,54765.350000000006
30.925,54765.25
30.928,54765.35
30.929,54765.3
30.93,54765.3
30.931,54765.45
30.932,54765.4
30.939,54765.5
30.943,54765.5
30.946,54765.4
30.947,54765.6
30.955,54765.8
30.96,54765.8
30.966,54765.7
30.984,54765.8
30.986,54765.8
30.988,54765.8
31.01,54765.8
31.017,54765.8
31.018,54765.8
31.036,54765.6
31.044,54765.5
31.046,54765.6
31.062,54765.5
31.066,54765.5
31.069,54765.5
31.075,54765.6
31.096,54765.7
31.104,54765.649999999994
31.12,54765.9
31.129,54765.9
31.154,54765.9
31.156,54766.1
31.159,54766.0
31.168,54766.2
31.174,54766.2
31.183,54766.1
31.207,54766.2
31.211,54766.3
31.215,54766.3
31.231,54766.8
31.233,54766.6
31.236,54766.7
31.242,54767.0
31.247,54767.2
31.249,54767.2
31.264,54767.2
31.272,54767.2
31.282,54767.2
31.304,54767.2
31.309,54767.1
31.313,54767.2
31.33,54767.1
31.333,54767.1
31.335,54767.1
31.344,54767.2
31.345,54767.2
31.349,54767.2
31.354,54767.3
31.356,54767.3
31.36,54767.3
31.364,54767.4
31.382,54767.4
31.388,54767.4
31.393,54767.6
31.412,54767.5
31.419,54767.6
31.426,54767.6
31.446,54768.1
31.449,54767.7
31.453,54768.0
31.457,54768.1
31.462,54768.0
31.463,54768.1
31.481,54768.1
31.491,54768.2
31.492,54768.2
31.501,54768.3
31.526,54768.4
31.53,54768.3
31.535,54768.3
31.546,54768.4
31.551,54768.5
31.553,54768.6
31.565,54768.5
31.567,54768.8
31.572,54768.7
31.582,54768.9
31.59,54769.1
31.596,54769.3
31.602,54769.4
31.622,54769.5
31.624,54769.5
31.627,54769.6
31.632,54769.8
31.634,54769.9
31.638,54769.7
31.639,54770.1
31.64,54769.7
31.642,54770.3
31.644,54770.1
31.649,54770.8
31.653,54770.9
31.657,54770.8
31.665,54770.9
31.67,54771.4
31.673,54771.1
31.677,54771.1
31.679,54771.6
31.68,54771.8
31.684,54771.8
31.692,54771.9
31.7,54771.9
31.706,54771.9
31.711,54771.9
31.727,54772.0
31.731,54771.9
31.732,54772.0
31.755,54772.3
31.761,54772.4
31.767,54772.5
31.777,54772.6
31.78,54773.1
31.783,54772.9
31.79,54773.4
31.8,54773.6
31.807,54773.8
31.823,54774.0
31.832,54774.2
31.836,54774.2
31.84,54774.5
31.858,54775.0
31.859,54774.8
31.863,54774.8
31.87,54775.3
31.875,54775.8
31.878,54775.6
31.892,54776.0
31.895,54776.3
31.897,54776.1
31.916,54776.3
31.926,54776.5
31.934,54776.6
31.942,54776.8
31.966,54777.1
31.969,54777.3
31.977,54777.4
31.997,54777.7
32.001,54778.2
32.003,54778.0
32.011,54778.5
32.013,54778.85
32.017,54779.1
32.026,54779.2
32.035,54779.5
32.041,54779.8
32.053,54780.1
32.055,54780.6
32.07,54780.8
32.073,54781.0
32.078,54781.0
32.083,54781.3
32.087,54781.6
32.089,54782.1
32.098,54782.4
32.102,54782.7
32.106,54783.0
32.109,54783.2
32.111,54783.8
32.112,54783.4
32.114,54783.7
32.127,54784.3
32.128,54784.0
32.131,54784.2
32.143,54784.5
32.146,54784.8
32.149,54784.7
32.161,54785.0
32.168,54785.3
32.172,54785.4
32.182,54785.5
32.188,54785.8
32.191,54786.0
32.2,54786.4
32.203,54787.0
32.204,54786.7
32.206,54786.7
32.218,54787.3
32.223,54788.0
32.226,54787.6
32.24,54788.4
32.246,54789.2
32.248,54788.8
32.264,54789.5
32.275,54789.9
32.278,54790.2
32.282,54790.6
32.302,54791.3
32.307,54791.4
32.324,54792.1
32.327,54792.6
32.331,54792.9
32.34,54793.4
32.346,54794.0
32.35,54794.4
32.361,54795.7
32.367,54795.7
32.374,54797.0
32.38,54797.95
32.385,54798.0
32.394,54799.4
32.401,54800.2
32.413,54800.8
32.42,54801.95
32.426,54802.2
32.433,54803.1
32.44,54803.9
32.442,54804.8
32.458,54805.5
32.465,54806.3
32.467,54808.0
32.471,54807.1
32.491,54809.0
32.496,54809.4
32.502,54810.3
32.513,54811.2
32.518,54813.0
32.52,54812.1
32.536,54813.9
32.544,54814.9
32.55,54815.8
32.556,54816.2
32.57,54818.7
32.574,54816.9
32.575,54817.8
32.588,54819.6
32.593,54820.5
32.596,54821.3
32.609,54822.3
32.615,54823.5
32.617,54822.6
32.631,54824.6
32.639,54825.6
32.645,54826.5
32.65,54827.5
32.657,54828.4
32.66,54829.2
32.669,54830.0
32.675,54830.4
32.676,54832.2
32.68,54831.4
32.69,54833.0
32.694,54834.9
32.697,54834.0
32.708,54835.7
32.713,54836.5
32.717,54836.9
32.734,54837.8
32.753,54838.6
32.759,54839.2
32.775,54840.0
32.789,54840.9
32.791,54842.5
32.793,54841.7
32.817,54843.6
32.83,54844.1
32.835,54845.3
32.864,54846.6
32.875,54847.9
32.886,54849.1
32.906,54850.2
32.919,54851.2
32.927,54852.3
32.937,54853.0
32.972,54854.4
32.983,54856.8
32.984,54855.7
33.01,54858.0
33.018,54859.3
33.02,54860.5
33.037,54861.8
33.045,54864.3
33.047,54863.0
33.077,54865.0
33.09,54866.3
33.099,54867.8
33.107,54869.1
33.127,54870.4
33.13,54871.7
33.134,54873.1
33.154,54874.3
33.156,54875.1
33.158,54876.5
33.181,54877.8
33.192,54878.9
33.195,54880.2
33.219,54881.5
33.24,54883.7
33.254,54885.1
33.282,54886.4
33.288,54887.8
33.293,54889.0
33.31,54890.5
33.312,54893.1
33.316,54892.0
33.326,54894.5
33.331,54896.5
33.334,54895.3
33.346,54897.9
33.352,54900.6
33.354,54899.2
33.364,54902.1
33.386,54903.4
33.395,54904.7
33.404,54905.3
33.428,54906.4
33.431,54908.6
33.433,54907.4
33.459,54909.7
33.465,54912.0
33.467,54910.8
33.48,54912.9
33.486,54914.7
33.488,54913.5
33.507,54915.9
33.525,54916.7
33.531,54917.6
33.539,54918.7
33.564,54919.8
33.568,54920.9
33.573,54922.0
33.593,54922.5
33.597,54924.7
33.6,54923.6
33.616,54925.9
33.623,54927.1
33.627,54928.4
33.643,54929.6
33.65,54931.6
33.652,54931.0
33.659,54933.1
33.681,54934.3
33.689,54935.9
33.698,54937.3
33.715,54938.8
33.72,54941.9
33.723,54940.3
33.74,54942.7
33.752,54945.8
33.756,54944.2
33.772,54947.5
33.781,54950.6
33.783,54949.1
33.79,54952.2
33.814,54953.8
33.818,54955.3
33.822,54956.0
33.834,54957.7
33.838,54961.2
33.841,54959.4
33.858,54963.0
33.866,54965.0
33.872,54966.9
33.89,54968.8
33.9,54970.649999999994
33.909,54973.4
33.933,54975.4
33.938,54977.3
33.944,54979.3
33.967,54981.3
33.973,54983.2
33.98,54985.2
34.003,54986.3
34.008,54990.9
34.01,54988.6
34.03,54993.4
34.039,54995.7
34.046,54998.1
34.059,55000.4
34.072,55003.9
34.075,55002.6
34.078,55006.3
34.099,55008.7
34.102,55011.1
34.108,55013.5
34.122,55016.1
34.126,55020.8
34.129,55018.3
34.143,55022.1
34.147,55026.5
34.151,55024.3
34.163,55028.7
34.174,55031.0
34.182,55033.3
34.188,55035.3
34.206,55037.3
34.209,55039.2
34.212,55040.2
34.214,55045.7
34.218,55042.1
34.22,55048.3
34.221,55043.9
34.224,55058.3
34.225,55062.174999999996
34.226,55062.8
34.228,55057.3
34.229,55063.0
34.23,55079.325000000004
34.231,55081.17857142857
34.232,55076.043750000004
34.233,55079.24444444445
34.234,55074.04800000001
34.235,55079.13333333333
34.236,55080.31666666666
34.237,55079.975000000006
34.238,55081.07209302327
34.239,55082.883783783785
34.24,55082.69347826086
34.241,55080.92857142857
34.242,55081.578947368405
34.243,55083.509756097556
34.244,55084.576666666675
34.245,55079.71538461538
34.246,55084.0
34.247,55080.493749999994
34.248,55078.26363636365
34.249,55081.924999999996
34.25,55091.80000000001
34.251,55090.9
34.252,55082.166666666664
